GenBank gi	Locus	Fold	Gene Name and/or Information
1382130_at	AA997710	7.444	Similar to bA99E24.1.1 (protocadherin 19 (KIAA1313) protein) (LOC317183), mRNA
1385164_at	BE108640	7.438	UI-R-CA0-axg-f-10-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-axg-f-10-0-UI 3', mRNA sequence.
1379693_at	AI409154	7.428	Transcribed sequences
1368399_a_at	NM_031640	7.424	plasma glutamate carboxypeptidase
1391370_at	AW532474	7.402	Transcribed sequences
1374122_at	BM386808	7.396	Similar to Myosin Vc (Myosin 5C) (LOC363101), mRNA
1393706_at	BE109939	7.377	Similar to six transmembrane epithelial antigen of the prostate (LOC297738), mRNA
1368459_at	NM_024375	7.376	prepro bone inducing protein
1372518_at	AI176918	7.375	Similar to Fbln1 protein (LOC315191), mRNA
1383078_at	BG381007	7.334	Transcribed sequences
1387970_at	AF276870	7.32	amino acid transporter system N2
1369705_at	AI169634	7.302	X transporter protein 3
1376082_at	BE107033	7.287	Transcribed sequences
1389533_at	AA944398	7.272	fibulin 2
1371700_at	AI177059	7.259	Similar to RIKEN cDNA 1110007F23 (LOC287382), mRNA
1379530_at	AA964658	7.257	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1390412_at	AI229664	7.255	solute carrier family 39 (iron-regulated transporter), member 1
1367648_at	AI104234	7.253	Similar to Low-density lipoprotein receptor-related protein 10 (LOC305880), mRNA
1379620_at	AW529639	7.243	Transcribed sequences
1397112_at	BF415784	7.222	Transcribed sequences
1392171_at	AA945643	7.22	chitinase 3-like 1 (cartilage glycoprotein-39)
1395070_at	AI136959	7.218	Transcribed sequences
1374705_at	AA891834	7.209	Similar to type IV collagen alpha 5 chain (LOC300276), mRNA
1391063_at	BE113443	7.207	Similar to Kinesin family member 23 (LOC315740), mRNA
1370941_at	AI232379	7.2	platelet derived growth factor receptor, alpha polypeptide
1392220_at	AW532634	7.2	Transcribed sequences
1367682_at	NM_030859	7.187	midkine
1381804_at	BI293313	7.184	Similar to BAZF (LOC360551), mRNA
1379711_at	BE107458	7.163	Transcribed sequences
1378831_at	BE108135	7.146	Transcribed sequences
1382267_at	BF390450	7.145	Similar to four jointed box 1 (LOC366140), mRNA
1370845_at	BI288690	7.127	Transcribed sequence with weak  similarity to protein sp:Q9Y5L3 (H.sapiens) ENP2_HUMAN Ectonucleoside triphosphate diphosphohydrolase 2
1384276_at	BI283340	7.108	UI-R-DD0-bzz-a-02-0-UI.s1 UI-R-DD0 Rattus norvegicus cDNA clone UI-R-DD0-bzz-a-02-0-UI 3', mRNA sequence.
1378365_at	AW529483	7.107	Transcribed sequences
1395121_at	BF394559	7.079	Transcribed sequences
1375849_at	BE110095	7.075	Transcribed sequences
1391067_at	BF389648	7.052	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1390537_at	BG380364	7.048	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1372820_at	BE109102	7.047	Transcribed sequences
1392888_at	AI071251	7.037	Similar to glypican 4 (LOC317322), mRNA
1390715_at	BF396448	7.035	Similar to IGFBP-like protein (LOC366366), mRNA
1388944_at	BE109016	7.02	Transcribed sequence with strong similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase
1369904_at	NM_012956	7.014	gamma-aminobutyric acid receptor, subunit beta 1
1368632_at	NM_012560	7	forkhead box O1
1393469_at	BE102340	7	UI-R-BT1-aql-d-09-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-aql-d-09-0-UI 3', mRNA sequence.
1383844_at	BI296898	6.997	Transcribed sequences
1390306_at	AW531909	6.97	Transcribed sequences
1371007_at	BF416432	6.936	eck-like sequence 1
1392064_at	BF400590	6.925	UI-R-CA0-bhd-b-09-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bhd-b-09-0-UI 3', mRNA sequence.
1368008_at	NM_021751	6.913	prominin
1385367_at	BE102861	6.91	UI-R-BT1-aqq-b-12-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-aqq-b-12-0-UI 3', mRNA sequence.
1393437_at	AW142608	6.886	Transcribed sequences
1374652_at	BF285372	6.874	Similar to RIKEN cDNA 4930433D19 (LOC362403), mRNA
1384056_at	BF410980	6.851	fibroblast growth factor receptor 3
1387547_a_at	NM_022294	6.849	ETL protein
1388924_at	AA818262	6.809	Transcribed sequence with strong similarity to protein ref:NP_065606.1 (M.musculus)  fibrinogen/angiopoietin-related protein; major histocompatibility complex region NG27 [Mus musculus]
1378548_at	BF409866	6.783	Transcribed sequences
1393048_at	BF561277	6.781	UI-R-C0-hl-c-03-0-UI.r1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-hl-c-03-0-UI 5', mRNA sequence.
1381207_at	BE120425	6.78	Transcribed sequences
1388968_at	BF402642	6.776	Transcribed sequences
1395836_at	BF400594	6.771	odd Oz/ten-m homolog 2 (Drosophila)
1373326_at	AI716512	6.769	Transcribed sequences
1384484_at	AI172598	6.745	Transcribed sequences
1376830_at	AW520496	6.736	Similar to RIKEN cDNA E430013E20 gene (LOC291961), mRNA
1384311_at	BE113314	6.731	Similar to RIKEN cDNA 4432417F03 (LOC362380), mRNA
1389562_at	BF396686	6.726	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1374363_at	AI232693	6.708	Similar to hypothetical protein FLJ30473 (LOC303786), mRNA
1383498_at	BG373354	6.701	Transcribed sequences
1375392_at	BF405277	6.692	Transcribed sequences
1373783_at	AA943917	6.69	EST199416 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRAR31 3' end, mRNA sequence.
1394578_at	BI299761	6.69	Transcribed sequences
1373740_at	AA851385	6.689	EST194153 Normalized rat placenta, Bento Soares Rattus sp. cDNA clone RPLAF95 3' end, mRNA sequence.
1386832_a_at	BF554138	6.689	Similar to BAZF (LOC360551), mRNA
1373478_at	AI408557	6.637	norvegicus myosin binding protein H
1397779_at	BF562254	6.636	UI-R-BS0-aoa-g-01-0-UI.r1 UI-R-BS0 Rattus norvegicus cDNA clone UI-R-BS0-aoa-g-01-0-UI 5', mRNA sequence.
1367860_a_at	X83537	6.63	matrix metalloproteinase 14, membrane-inserted
1388970_at	AA848597	6.616	Similar to hypothetical protein FLJ20401 (LOC292912), mRNA
1392359_at	BE120205	6.582	Transcribed sequence with moderate similarity to protein pir:S68176 (H.sapiens) S68176 TOG protein - human
1392045_at	BE110277	6.571	Similar to hypothetical protein MGC3295 (LOC315957), mRNA
1385442_at	AW529552	6.568	Transcribed sequence
1372235_at	BE104709	6.565	UI-R-BX0-ars-f-03-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-ars-f-03-0-UI 3', mRNA sequence.
1395076_at	BE117804	6.546	Similar to homologue oh human CBFA2T1 gene (LOC362489), mRNA
1393060_at	AI059694	6.539	Similar to KIAA0605 gene product (LOC311827), mRNA
1389797_at	AI317854	6.538	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1373699_at	BM391164	6.53	Similar to RIKEN cDNA 1810059A23 (LOC363289), mRNA
1392368_at	BE117273	6.53	Transcribed sequences
1386770_x_at	AW920063	6.51	Transcribed sequences
1392034_at	BE099812	6.499	Transcribed sequences
1390420_at	AI577849	6.49	Similar to Carboxypeptidase X 1 (M14 family) (LOC296156), mRNA
1374104_at	BI281680	6.455	UI-R-CT0s-cav-c-02-0-UI.s1 UI-R-CT0s Rattus norvegicus cDNA clone UI-R-CT0s-cav-c-02-0-UI 3', mRNA sequence.
1398727_at	BF398091	6.451	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1387913_at	U48220	6.442	cytochrome P450 2d18
1380182_at	BF291123	6.428	Transcribed sequences
1391211_at	AI144936	6.428	UI-R-BT0-pp-f-09-0-UI.s1 UI-R-BT0 Rattus norvegicus cDNA clone UI-R-BT0-pp-f-09-0-UI 3', mRNA sequence.
1376481_at	BF416285	6.415	Similar to a disintegrin-like and metalloprotease with thrombospondin type 1 motifs 9B (LOC312566), mRNA
1368991_at	NM_053605	6.391	sphingomyelin phosphodiesterase 3, neutral
1380712_at	AI406475	6.377	Transcribed sequences
1385082_at	BE120904	6.367	UI-R-BS1-azt-h-02-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-azt-h-02-0-UI 3', mRNA sequence.
1368139_s_at	Y00714	6.366	alkaline phosphatase, tissue-nonspecific
1383566_at	AW527690	6.351	Transcribed sequences
1382034_at	AA901075	6.349	Similar to RIKEN cDNA 2310005E10 (LOC296972), mRNA
1381290_at	AI101288	6.348	EST210577 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRBK81 3' end, mRNA sequence.
1368472_at	NM_031320	6.319	cadherin EGF LAG seven-pass G-type receptor 3
1371910_at	BF397823	6.316	Transcribed sequences
1382077_at	BF388974	6.316	Transcribed sequences
1392971_at	BG377743	6.312	Transcribed sequences
1368368_a_at	NM_032616	6.308	liver-specific bHLH-Zip transcription factor 7
1368698_at	NM_012508	6.308	ATPase, Ca++ transporting, plasma membrane 2
1387791_at	AF201331	6.296	angiotensin 1 converting enzyme 1
1379465_at	AW527596	6.295	UI-R-BT1-ajz-a-12-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-ajz-a-12-0-UI 3', mRNA sequence.
1387004_at	NM_031609	6.292	neuroblastoma, suppression of tumorigenicity 1
1389420_at	BI279446	6.284	Similar to Signal-transducing adaptor protein-2 (LOC363334), mRNA
1386798_at	BF552068	6.277	UI-R-C2p-oh-d-05-0-UI.r1 UI-R-C2p Rattus norvegicus cDNA clone UI-R-C2p-oh-d-05-0-UI 5', mRNA sequence.
1387325_at	NM_024143	6.258	bile acid CoA ligase
1374724_at	BG378232	6.256	UI-R-CV1-bvp-f-01-0-UI.s1 UI-R-CV1 Rattus norvegicus cDNA clone UI-R-CV1-bvp-f-01-0-UI 3', mRNA sequence.
1384250_a_at	AA818098	6.254	Transcribed sequences
1371052_at	AA859752	6.247	noggin
1370329_at	U48220	6.24	cytochrome P450 2d18
1377011_at	BF415061	6.239	Similar to hypothetical protein CG003 (LOC304244), mRNA
1398115_at	BF393962	6.234	Transcribed sequences
1380400_at	BF402498	6.194	Transcribed sequences
1368461_at	NM_031332	6.189	solute carrier family 22 ,member 8
1388657_at	AW253923	6.182	Similar to protocadherin 16 precursor; protocadherin 16; fibroblast cadherin FIB1; fibroblast cadherin 1; dachsous homologue (LOC308912), mRNA
1377636_at	BE109363	6.177	Transcribed sequences
1390743_at	BF405616	6.171	Transcribed sequences
1380763_at	AI101194	6.153	double-stranded RNA-binding protein p74
1367838_at	NM_017074	6.147	CTL target antigen
1376667_at	BE105541	6.147	cytochrome P450, family 26, subfamily b, polypeptide 1
1370995_at	AW528459	6.142	POU domain, class 2, transcription factor 1
1386102_at	AA851046	6.137	Transcribed sequences
1389324_at	BI289129	6.125	tyrosine kinase receptor 1
1375513_at	BG376846	6.105	Transcribed sequences
1373991_at	AI411366	6.098	potassium inwardly-rectifying channel, subfamily J, member 16
1385668_at	AI044864	6.088	UI-R-C1-kd-d-11-0-UI.s1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-kd-d-11-0-UI 3', mRNA sequence.
1377942_at	AI101595	6.082	Transcribed sequences
1374015_at	BF281697	6.075	Transcribed sequences
1372587_at	AI172271	6.066	Similar to endomucin-1 (LOC295490), mRNA
1377904_at	BE109251	6.063	Transcribed sequences
1381995_at	AW530502	6.061	UI-R-C4-akx-h-01-0-UI.s1 UI-R-C4 Rattus norvegicus cDNA clone UI-R-C4-akx-h-01-0-UI 3', mRNA sequence.
1389759_at	AW433901	6.058	Similar to seven-pass transmembrane receptor precursor (LOC300128), mRNA
1380858_at	BE120316	6.044	Transcribed sequences
1393427_s_at	BF287675	6.031	Estrogen-regulated protein CBL20, 20.4kD
1368533_at	NM_133304	6.03	hephaestin
1389748_at	BE118122	6.014	Transcribed sequence with moderate similarity to protein pir:I60307 (E. coli) I60307 beta-galactosidase, alpha peptide - Escherichia coli
1387146_a_at	X57764	6.012	endothelin receptor type B
1389601_at	BI293610	5.995	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1388452_at	AI716904	5.981	Transcribed sequences
1377113_at	BF415786	5.977	Transcribed sequences
1374276_at	BE104102	5.953	Transcribed sequences
1393579_at	BF406384	5.949	UI-R-CA1-bjf-f-16-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bjf-f-16-0-UI 3', mRNA sequence.
1388485_at	BG380414	5.946	UI-R-CT0-btx-a-02-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-btx-a-02-0-UI 3', mRNA sequence.
1374817_at	BE103235	5.935	Transcribed sequences
1368550_at	NM_022858	5.929	HNF-3/forkhead homolog-1
1394474_at	BF396804	5.927	UI-R-BS2-bev-c-10-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bev-c-10-0-UI 3', mRNA sequence.
1373807_at	AI175732	5.92	vascular endothelial growth factor
1385053_at	BE108648	5.912	UI-R-CA0-axg-g-06-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-axg-g-06-0-UI 3', mRNA sequence.
1395794_at	BF395218	5.909	tropomyosin 1, alpha
1376011_at	AI411359	5.902	Similar to mitogen-activated protein kinase kinase kinase 13; leucine zipper-bearing kinase (LOC363848), mRNA
1393878_at	BF416495	5.896	UI-R-CA0-bkk-c-08-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bkk-c-08-0-UI 3', mRNA sequence.
1381681_at	BE110205	5.894	Transcribed sequences
1370810_at	L09752	5.892	cyclin D2
1389728_at	BE104098	5.891	Similar to Homeodomain protein Meis2c (LOC311311), mRNA
1372532_at	BI289477	5.888	Similar to M-RdgB2 retinal degeneration protein B subtype 2 (LOC288655), mRNA
1381350_at	AI317824	5.888	inhibitor of DNA binding 4
1389673_at	AI549393	5.88	Transcribed sequences
1387529_a_at	NM_031676	5.873	transgelin 3
1368704_a_at	AF292102	5.871	chondroitin sulfate proteoglycan 5
1367701_at	NM_031646	5.869	receptor (calcitonin) activity modifying protein 2
1385229_at	AW524146	5.869	UI-R-BO0-aii-a-07-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aii-a-07-0-UI 3', mRNA sequence.
1390149_at	BI286164	5.86	Similar to TACC2 (LOC309025), mRNA
1373266_at	BG380826	5.858	Transcribed sequences
1376574_at	BI282932	5.858	lymphocyte antigen 68
1383214_at	AI555989	5.854	Transcribed sequences
1369953_a_at	BI285141	5.852	CD24 antigen
1383356_at	H32660	5.847	Transcribed sequence with moderate similarity to protein sp:Q9UI46 (H.sapiens) DYI3_HUMAN Dynein intermediate chain 1, axonemal
1379035_at	BF413511	5.846	UI-R-CA0-bof-b-02-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bof-b-02-0-UI 3', mRNA sequence.
1379906_at	BM385311	5.846	Transcribed sequences
1389507_at	AI072446	5.842	neural precursor cell expressed, developmentally down-regulated 4-like
1384243_at	AI111413	5.841	Transcribed sequences
1394097_at	AA849706	5.824	Transcribed sequences
1385086_at	BF388785	5.823	Similar to Budding uninhibited by benzimidazoles 1 homolog (LOC296137), mRNA
1384150_at	AA901038	5.806	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1368120_at	NM_031069	5.795	protein kinase C-binding protein NELL1
1384063_at	AA958001	5.782	collagen triple helix repeat containing 1
1393015_at	BG375354	5.782	Similar to hypothetical protein FLJ14146 (LOC360894), mRNA
1391047_at	AI009553	5.78	Transcribed sequences
1371861_at	BE117558	5.766	UI-R-BS1-ayk-c-05-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayk-c-05-0-UI 3', mRNA sequence.
1392946_at	AI029194	5.764	Transcribed sequences
1385506_at	AW530507	5.754	Transcribed sequences
1373407_at	BM386604	5.744	Transcribed sequences
1368034_at	NM_012526	5.741	chromogranin B
1378065_at	BI274450	5.738	Transcribed sequence with weak  similarity to protein ref:NP_509066.1 (C.elegans)  C03B1.10.p [Caenorhabditis elegans]
1380698_at	BE108305	5.738	UI-R-BS1-ayx-g-04-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayx-g-04-0-UI 3', mRNA sequence.
1368303_at	NM_031678	5.737	period homolog 2
1374678_at	BE109578	5.735	Similar to Semaphorin 4B (Semaphorin C) (Sema C) (LOC293042), mRNA
1393510_at	AW524463	5.707	Transcribed sequence with moderate similarity to protein sp:Q9NX95 (H.sapiens) YE72_HUMAN Hypothetical protein KIAA1472
1376319_at	BM390322	5.706	Transcribed sequences
1367789_at	NM_053580	5.691	fatty acid transport protein
1367851_at	J04488	5.689	prostaglandin D2 synthase
1380088_at	AW533021	5.685	Transcribed sequences
1396494_at	BF410352	5.675	Transcribed sequences
1367978_at	NM_031007	5.651	adenylyl cyclase 2
1388932_at	BI274917	5.65	laminin, alpha 5
1368565_at	NM_019225	5.649	solute carrier family 1, member 3
1388880_at	BI278962	5.619	Transcribed sequences
1389235_at	AI410467	5.618	Similar to Intercellular adhesion molecule-2 precursor (ICAM-2) (CD102) (Lymphocyte function-associated AG-1 counter-receptor) (LOC360647), mRNA
1383913_at	BF420633	5.615	Transcribed sequences
1368542_at	NM_053583	5.611	Olf-1/EBF associated Zn finger protein Roaz
1392842_at	AI072951	5.61	Transcribed sequences
1380571_at	AW521312	5.597	Transcribed sequence with strong similarity to protein ref:NP_079909.1 (M.musculus)  methionine aminopeptidase-like 1 [Mus musculus]
1376848_at	AI137988	5.591	Transcribed sequences
1395335_at	BF544005	5.58	Transcribed sequences
1383736_at	AI145457	5.574	RNA binding protein HuB
1389986_at	AI008409	5.545	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1378721_at	AI547942	5.544	Transcribed sequences
1391736_at	BG376666	5.54	Similar to lipocalin-interacting membrane receptor (LOC300215), mRNA
1374752_at	AI408734	5.521	Transcribed sequences
1384225_at	BI289963	5.51	Transcribed sequences
1383926_at	BF557145	5.508	budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae)
1380958_at	BG671935	5.505	Transcribed sequence with strong similarity to protein sp:O00755 (H.sapiens) WN7A_HUMAN WNT-7A protein precursor
1372085_at	AI237657	5.499	Transcribed sequences
1383353_at	BF389666	5.491	Transcribed sequences
1377773_at	AW522872	5.486	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1397443_at	BF398770	5.484	Transcribed sequences
1368595_at	NM_031757	5.471	matrix metalloproteinase 24 (membrane-inserted)
1374444_at	BI288540	5.471	Similar to plexinB1 (LOC316009), mRNA
1389137_at	AA957183	5.467	UI-R-E1-fp-f-07-0-UI.s1 UI-R-E1 Rattus norvegicus cDNA clone UI-R-E1-fp-f-07-0-UI 3', mRNA sequence.
1380693_at	BF415976	5.456	UI-R-CA0-bkp-e-10-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bkp-e-10-0-UI 3', mRNA sequence.
1370234_at	AA893484	5.455	fibronectin 1
1379761_at	BE104517	5.445	Transcribed sequences
1387011_at	NM_130741	5.442	lipocalin 2
1374787_at	BI282169	5.44	potassium voltage-gated channel, subfamily F, member 1
1369677_at	NM_012784	5.436	cannabinoid receptor 1
1367794_at	NM_012488	5.433	alpha-2-macroglobulin
1392607_at	BF391141	5.415	Transcribed sequences
1370937_a_at	X74293	5.382	integrin alpha 7
1370166_at	BG668421	5.374	syndecan 2
1370465_at	AF286167	5.357	ATP-binding cassette, sub-family B (MDR/TAP), member 1A
1369765_at	NM_022384	5.356	achaete-scute complex homolog-like 1 (Drosophila)
1380340_at	BF387865	5.351	Transcribed sequences
1377086_at	AI233530	5.349	Transcribed sequences
1377531_at	BF405592	5.345	Transcribed sequences
1380681_at	BF398407	5.336	Transcribed sequences
1393345_at	BF561145	5.335	Transcribed sequences
1374131_at	AI411971	5.33	Transcribed sequences
1397624_at	BI300158	5.322	Transcribed sequences
1376197_at	AW251860	5.315	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1379092_at	AI712997	5.314	Transcribed sequences
1397030_at	AI406451	5.306	Transcribed sequences
1375057_at	BG377313	5.3	Similar to tetraspanin similiar to uroplakin 1 (LOC311210), mRNA
1391030_at	AW524694	5.298	Transcribed sequences
1369008_a_at	NM_053573	5.297	olfactomedin related ER localized protein
1382189_at	AI574779	5.293	syndecan 2
1389250_at	AW915115	5.289	lunatic fringe gene homolog (Drosophila)
1393559_at	AI235210	5.285	Transcribed sequences
1378776_at	BE097103	5.282	POU domain, class 6, transcription factor 1
1398197_at	BF390021	5.279	Transcribed sequences
1383601_at	BI295614	5.275	Transcribed sequences
1384415_at	AI058292	5.264	Transcribed sequences
1378262_at	BG377362	5.263	Transcribed sequences
1394767_at	BF396817	5.262	UI-R-BS2-bev-e-02-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bev-e-02-0-UI 3', mRNA sequence.
