GenBank gi	Locus	Fold	Gene Name and/or Information
1374911_at	AW251534	0.374	UI-R-BJ0-ado-c-06-0-UI.s1 UI-R-BJ0 Rattus norvegicus cDNA clone UI-R-BJ0-ado-c-06-0-UI 3', mRNA sequence.
1390524_at	BM392295	0.374	Similar to ring finger protein 12 (LOC317241), mRNA
1379778_at	AI713278	0.373	Similar to HSPC043 protein (LOC298032), mRNA
1382346_at	BF281960	0.373	Transcribed sequences
1370449_at	U76206	0.371	G protein-coupled receptor 105
1381039_at	BF416970	0.371	Similar to KIAA1410 protein (LOC306258), mRNA
1392301_at	AI237897	0.371	Similar to 4631428G15 protein (LOC305441), mRNA
1370130_at	NM_057132	0.369	plysia ras-related homolog A2
1370386_at	AB002406	0.368	RuvB-like protein 1
1383556_at	AI575798	0.368	Transcribed sequences
1384279_at	BI275378	0.368	Similar to hypothetical protein FLJ38771 (LOC363236), mRNA
1392856_at	AI549470	0.368	UI-R-C3-tu-c-02-0-UI.s1 UI-R-C3 Rattus norvegicus cDNA clone UI-R-C3-tu-c-02-0-UI 3', mRNA sequence.
1395560_at	BF522151	0.368	Transcribed sequences
1397548_at	BF417363	0.368	Similar to PTPL1-associated RhoGAP 1 (LOC314618), mRNA
1370174_at	BI284349	0.367	myeloid differentiation primary response gene 116
1376971_at	AI411341	0.366	Transcribed sequence with strong similarity to protein ref:NP_113670.1 (H.sapiens)  hypothetical protein DKFZp586I0418 [Homo sapiens]
1384278_x_at	BG377047	0.365	Similar to NY-REN-41 antigen (LOC362187), mRNA
1391555_at	BI276668	0.364	nuclear receptor coactivator 3
1369665_a_at	AJ222813	0.363	interleukin 18
1373448_at	AI413052	0.363	Similar to Acylphosphatase, organ-common type isozyme (Acylphosphate phosphohydrolase) (LOC299203), mRNA
1387270_at	NM_024385	0.363	hematopoietically expressed homeobox
1368555_at	NM_017124	0.362	CD37 antigen
1380930_at	BM389240	0.362	Similar to KIAA1607 protein (LOC290569), mRNA
1387566_at	NM_133551	0.362	phospholipase A2, group IVA (cytosolic, calcium-dependent)
1393511_at	AW533576	0.362	Transcribed sequence with weak  similarity to protein ref:NP_071417.1 (H.sapiens)  glycoprotein beta-Gal 3'-sulfotransferase [Homo sapiens]
1368240_a_at	X04440	0.36	protein kinase C, beta 1
1385622_at	BE119164	0.36	UI-R-CA0-azz-c-04-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-azz-c-04-0-UI 3', mRNA sequence.
1369672_at	NM_017260	0.359	arachidonate 5-lipoxygenase activating protein
1377340_at	AI179507	0.359	tissue factor pathway inhibitor 2
1369186_at	D85899	0.357	caspase 1
1371079_at	X73371	0.356	Fc receptor, IgG, low affinity IIb
1398756_at	J04943	0.356	nucleophosmin 1
1383536_at	AI712541	0.355	dihydrofolate reductase
1393414_at	AW142650	0.355	Transcribed sequences
1395508_at	BG665309	0.355	chaperonin containing TCP1, subunit 5 (epsilon)
1385213_at	AW524454	0.354	Similar to Epithelial stromal interaction 1, isoform a (LOC364433), mRNA
1391808_at	AI535140	0.354	Transcribed sequences
1393460_at	BM388665	0.35	Similar to GARP protein precursor (Garpin) (Glycoprotein A repetitions predominant) (LOC303875), mRNA
1387198_at	NM_019311	0.349	inositol polyphosphate-5-phosphatase D
1369173_at	NM_032060	0.348	complement component 3a receptor 1
1377671_at	BI279816	0.347	Transcribed sequences
1398303_s_at	BI295970	0.345	tropomyosin isoform 6
1389413_at	BI279325	0.344	Transcribed sequence with weak  similarity to protein pir:A35329 (H.sapiens) A35329 EVI2 protein precursor - human
1393684_at	BF389489	0.344	Similar to proliferation associated SNF2-like protein (LOC294071), mRNA
1380616_at	BI294748	0.343	sialyltransferase 8 (alpha-2, 8-polysialytransferase) D
1382746_s_at	BE108581	0.342	Transcribed sequences
1394290_at	BG669921	0.342	Transcribed sequences
1390350_at	BE097445	0.338	Similar to hypothetical protein AL133206 (LOC298500), mRNA
1395924_at	AI575421	0.338	UI-R-Y0-vg-b-07-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-vg-b-07-0-UI 3', mRNA sequence.
1379284_at	AI411760	0.337	Similar to RIKEN cDNA 2810457I06 (LOC315579), mRNA
1393280_at	AA874924	0.337	Similar to MD-1 (LOC291359), mRNA
1379425_at	AI549208	0.336	Similar to RIKEN cDNA 3110037I16 (LOC313563), mRNA
1389512_at	BF410571	0.336	Transcribed sequence with weak  similarity to protein pir:A43932 (H.sapiens) A43932 mucin 2 precursor, intestinal - human
1394743_at	AI234230	0.336	Similar to bA552M11.4.1 (novel protein (isoform 1)) (LOC362010), mRNA
1390240_at	BM389611	0.334	Transcribed sequences
1391979_at	AA851345	0.334	Transcribed sequences
1399158_a_at	J04943	0.333	nucleophosmin 1
1378633_at	BE106297	0.332	Similar to 4933402K05Rik protein (LOC293783), mRNA
1389071_at	BI287221	0.332	Similar to tangerin (LOC309169), mRNA
1392637_at	AA923988	0.332	Transcribed sequences
1392791_at	AA964492	0.33	Transcribed sequences
1368563_at	NM_024399	0.329	aspartoacylase
1368518_at	NM_012523	0.328	CD53 antigen
1373198_at	BF283018	0.328	Similar to RIKEN cDNA 2810451A06 (LOC362998), mRNA
1389696_at	BF409820	0.328	Transcribed sequences
1387438_at	NM_053639	0.327	leukotriene C4 synthase
1382436_at	BM386497	0.326	Similar to RIKEN cDNA 2610002M06 (LOC363487), mRNA
1382531_at	AI408425	0.326	Similar to toll-like receptor 7 (LOC317468), mRNA
1393641_at	AA925583	0.326	Similar to B cell linker protein BLNK (LOC361756), mRNA
1375961_at	AI072892	0.324	Similar to frezzled (LOC295691), mRNA
1376858_at	BI281836	0.323	Similar to Exocyst complex component Sec6 (rSec6) (LOC308412), mRNA
1373436_at	AI171288	0.322	Transcribed sequences
1378180_at	BI284767	0.322	Transcribed sequences
1387982_at	AF057025	0.322	toll-like receptor 4
1389553_at	BF393825	0.322	Similar to RIKEN cDNA 3110037K17 (LOC362431), mRNA
1392280_at	AW526982	0.321	toll-like receptor 2 variant 1
1392512_at	AW533007	0.321	Similar to histone 3, H2ba (LOC303175), mRNA
1369204_at	NM_013185	0.318	hemopoietic cell kinase
1386987_at	NM_017020	0.318	interleukin 6 receptor
1379766_at	AI500952	0.317	src-like adaptor
1383295_at	AA901194	0.317	UI-R-E0-dc-h-09-0-UI.s1 UI-R-E0 Rattus norvegicus cDNA clone UI-R-E0-dc-h-09-0-UI 3', mRNA sequence.
1388587_at	AI176519	0.317	EST220105 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVBS94 3' end, mRNA sequence.
1384968_at	BM384145	0.316	Similar to SH3-domain binding protein 2 (LOC305450), mRNA
1370609_a_at	X97445	0.315	solute carrier family 16, member 7
1384350_at	BM388989	0.315	Transcribed sequences
1397655_at	BF415097	0.315	Transcribed sequences
1385591_at	BI300437	0.314	Transcribed sequences
1398635_at	BF565662	0.314	Transcribed sequences
1370516_at	AB026665	0.312	peptide/histidine transporter PHT2
1383969_at	BI294901	0.312	Transcribed sequence with weak  similarity to protein sp:Q9Y473 (H.sapiens) Z175_HUMAN Zinc finger protein 175
1379698_at	AI178631	0.311	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1385269_s_at	BI289167	0.31	Similar to 4633402D15Rik protein (LOC304743), mRNA
1392134_x_at	BE099652	0.308	Similar to KIAA0456 protein (LOC360840), mRNA
1389351_at	BM387864	0.307	Similar to FLI-LRR associated protein-1 (LOC367314), mRNA
1389438_at	BE118454	0.307	Similar to testes development-related NYD-SP22 isoform 1 (LOC297999), mRNA
1390798_at	BF288130	0.307	protein tyrosine phosphatase, receptor type, C
1387306_a_at	D83508	0.306	early growth response 2
1370462_at	AI171185	0.304	hyaluronan mediated motility receptor
1378131_at	AI045015	0.304	Similar to hypothetical protein FLJ35613 (LOC363115), mRNA
1388046_at	AF268593	0.304	integrin alpha M
1392722_at	AA819134	0.304	Transcribed sequences
1379760_at	AI454285	0.303	Similar to RIKEN cDNA 1810019A08 (LOC310663), mRNA
1387134_at	NM_053687	0.303	schlafen 4
1380230_at	AI639457	0.301	Transcribed sequences
1390797_at	BF282471	0.301	Transcribed sequences
1385832_s_at	AA924459	0.299	Similar to RIKEN cDNA 1200013B08 (LOC317578), mRNA
1386660_at	BF565021	0.299	UI-R-BU0-amr-d-06-0-UI.r1 UI-R-BU0 Rattus norvegicus cDNA clone UI-R-BU0-amr-d-06-0-UI 5', mRNA sequence.
1383917_at	BE110730	0.298	Transcribed sequence with strong similarity to protein ref:NP_057512.1 (H.sapiens)  NESH protein [Homo sapiens]
1371447_at	BG378630	0.297	Similar to onzin (LOC360914), mRNA
1378154_at	BG668499	0.297	Transcribed sequences
1373992_at	AI408440	0.296	Similar to interferon-inducible GTPase (LOC307414), mRNA
1381126_at	BE099652	0.296	Similar to KIAA0456 protein (LOC360840), mRNA
1382311_at	BM384466	0.296	Similar to Ab2-389 (LOC310877), mRNA
1380537_at	BI293796	0.295	Similar to RIKEN cDNA 4930568P13 (LOC315348), mRNA
1383407_at	BM390872	0.295	Similar to RIKEN cDNA 1200013B08 (LOC317578), mRNA
1385696_at	BI274471	0.295	UI-R-CW0-bwj-c-05-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bwj-c-05-0-UI 3', mRNA sequence.
1390849_at	AW520584	0.295	Transcribed sequences
1383436_at	BG376768	0.293	UI-R-CU0-buv-g-01-0-UI.s1 UI-R-CU0 Rattus norvegicus cDNA clone UI-R-CU0-buv-g-01-0-UI 3', mRNA sequence.
1374948_at	BI275815	0.292	Similar to hypothetical protein MGC37887 (LOC287722), mRNA
1388940_at	AW252115	0.292	Transcribed sequences
1394678_at	AI411563	0.292	Similar to Fgd1 family, member 2; faciogenital dysplasia homolog 2 (human) (LOC309653), mRNA
1378418_at	BI285027	0.291	Similar to MGC37193 protein (LOC364674), mRNA
1394082_at	BG662631	0.291	Similar to 26S proteasome-associated pad1 homolog (LOC295644), mRNA
1397214_at	BF288533	0.29	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1380063_at	AI169398	0.289	Similar to cholesterol 25-hydroxylase (LOC309527), mRNA
1383527_at	BF418522	0.289	UI-R-BJ2-bqg-g-12-0-UI.s1 UI-R-BJ2 Rattus norvegicus cDNA clone UI-R-BJ2-bqg-g-12-0-UI 3', mRNA sequence.
1385605_at	BF401793	0.288	Similar to G protein-coupled receptor 84 (LOC367000), mRNA
1387459_at	NM_012627	0.288	protein kinase (cAMP dependent, catalytic) inhibitor beta
1390687_at	AI556803	0.288	Similar to pleckstrin (LOC364206), mRNA
1376943_at	BM386570	0.287	Transcribed sequence with weak  similarity to protein pir:A38445 (H.sapiens) A38445 EV12B protein precursor - human
1382442_at	BF288000	0.287	Similar to transcription factor NRF; ITBA4 gene (LOC298316), mRNA
1368754_at	NM_057124	0.286	pyrimidinergic receptor P2Y, G-protein coupled, 6
1382873_at	BF414250	0.286	Similar to cDNA sequence BC003236 (LOC310760), mRNA
1393411_at	BI277565	0.286	Similar to properdin (AA 5 - 441) (LOC299314), mRNA
1370090_at	NM_130421	0.285	lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76kD)
1369272_at	NM_012896	0.284	adenosine A3 receptor
1368420_at	NM_012532	0.283	ceruloplasmin
1377012_at	AI012630	0.283	Transcribed sequences
1381570_at	BI293518	0.283	Transcribed sequences
1390287_at	BM386830	0.283	Similar to Breast cancer associated protein BRAP1 (LOC366988), mRNA
1398365_at	AI171466	0.283	Similar to RIKEN cDNA 2700055K07 (LOC291966), mRNA
1393302_at	BE098538	0.282	Transcribed sequences
1376056_at	BF291214	0.281	Similar to Plec1 protein (LOC300043), mRNA
1369105_a_at	AF413572	0.28	protein kinase (cAMP dependent, catalytic) inhibitor beta
1369157_at	NM_017229	0.28	phosphodiesterase 3B
1377351_at	AI407337	0.279	Similar to Sushi domain (SCR repeat) containing (LOC306810), mRNA
1384148_at	BI293985	0.278	UI-R-DK0-cdx-h-11-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cdx-h-11-0-UI 3', mRNA sequence.
1369527_at	NM_133534	0.274	Rbs11 protein
1382566_at	AI071569	0.273	Transcribed sequences
1398256_at	NM_031512	0.272	interleukin 1 beta
1370139_a_at	AB051214	0.269	Rattus norvegicus trp6C gene for transient receptor potential Ca2+ channel 6C, complete cds.
1393038_at	BM391631	0.269	Similar to high affinity immunoglobulin gamma Fc receptor I (LOC295279), mRNA
1369393_at	NM_053847	0.268	mitogen-activated protein kinase kinase kinase 8
1394122_at	AI012081	0.264	Similar to Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (LOC305341), mRNA
1385572_at	AI144884	0.262	Transcribed sequences
1369399_at	NM_012845	0.259	membrane-spanning 4-domains, subfamily A, member 2
1391878_at	AI234125	0.259	Transcribed sequence with moderate similarity to protein sp:P10242 (H.sapiens) MYB_HUMAN Myb proto-oncogene protein
1378150_at	AA945727	0.258	Similar to caspase recruitment domain family member 11 (LOC304314), mRNA
1378033_at	AI029178	0.257	Transcribed sequence with weak  similarity to protein sp:P02812 (H.sapiens) PRP2_HUMAN Salivary proline-rich protein precursor
1370423_at	AB015308	0.256	guanine nucleotide binding protein, alpha 15
1378001_at	AI548615	0.255	Transcribed sequence with strong similarity to protein ref:NP_570832.1 (R.norvegicus)  retinol dehydrogenase homolog [Rattus norvegicus]
1395003_at	BI278559	0.254	Similar to C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6; dendritic cell immunoreceptor; C-type lectin (LOC362430), mRNA
1380377_at	AI113328	0.252	Similar to Bruton agammaglobulinemia tyrosine kinase (LOC367901), mRNA
1392737_at	AI044644	0.251	Transcribed sequences
1368728_at	NM_022800	0.25	P2Y12 platelet ADP receptor
1382950_at	AA901350	0.25	Transcribed sequences
1381771_at	AI178422	0.249	Transcribed sequences
1381279_at	BF412519	0.248	Similar to receptor-interacting protein 2 (LOC362491), mRNA
1370491_a_at	M38759	0.246	histidine decarboxylase
1392630_at	AI060221	0.246	Transcribed sequences
1371239_s_at	AF053361	0.243	tropomyosin isoform 6
1392794_at	AA893579	0.24	Transcribed sequences
1391803_at	BF557813	0.238	Transcribed sequences
1379387_at	AI639103	0.235	Transcribed sequences
1370377_at	M25143	0.234	cytochrome P450; Rat cytochrome P450CMF1b mRNA, complete cds.
1368914_at	NM_017325	0.221	runt related transcription factor 1
1368270_at	NM_012907	0.22	apolipoprotein B editing complex 1
1369470_at	NM_021703	0.22	Testis-specific A-kinase-anchoring-protein
1382153_at	AI171821	0.216	Similar to dendritic cell immunoreceptor (LOC297584), mRNA
1368490_at	NM_021744	0.214	CD14 antigen
1376390_at	BF395317	0.208	Similar to MS4A6D protein (LOC361735), mRNA
1368592_at	NM_017019	0.207	interleukin 1 alpha
1383290_at	BI280343	0.203	Similar to serine protease inhibitor, Kunitz type 1 (LOC311331), mRNA
1391324_at	BI293812	0.203	Transcribed sequences
1385440_at	BF419129	0.194	Transcribed sequence with weak  similarity to protein pir:T08788 (H.sapiens) T08788 hypothetical protein DKFZp586C1522.1 - human
1392785_at	AA800908	0.193	Transcribed sequences
1394387_at	BM383527	0.187	Transcribed sequences
1391637_at	AI178168	0.184	Similar to RIKEN cDNA 5830480G12 (LOC295635), mRNA
1368059_at	NM_053955	0.177	crystallin, mu
1369290_at	NM_053960	0.174	chemokine (C-C) receptor 5
1386052_at	BF290410	0.164	Transcribed sequences
1387713_a_at	M17153	0.142	Fc receptor, IgE, high affinity I, alpha polypeptide
1370405_at	U67915	0.112	mast cell protease 1
1387173_at	NM_013092	0.092	chymase 1
1371151_at	U67914	0.0854	carboxypeptidase A3

